stop_id,stop_code,platform_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,position,direction,wheelchair_boarding,tts_stop_name
20001001,1001,,Adams Avenue - Hot Pools,"12 Adams Avenue, Mount Maunganui",-37.632512957,176.176281425,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001002,1002,,Arawata Avenue - Owens Park,"27 Arawata Avenue, Welcome Bay, Tauranga",-37.725239911,176.197798236,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001005,1005,,Argyll Road - Carlisle Street,"68 Argyll Road, Greerton, Tauranga",-37.732772077,176.130735213,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001006,1006,,Argyll Road - Lumsden Street,"100 Argyll Road, Greerton, Tauranga",-37.731467018123,176.12820730481,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001008,1008,,Beaumaris Boulevard - Scotney Mews,"17 Beaumaris Boulevard, Bethlehem, Tauranga",-37.699914384,176.11540954,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001009,1009,,Beaumaris Boulevard - Harlech Glen,"33 Beaumaris Boulevard, Bethlehem, Tauranga",-37.698492288,176.116584255,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001010,1010,,Beaumaris Park,"65 Beaumaris Boulevard, Bethlehem, Tauranga",-37.696956822,176.117929012,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001011,1011,,Beaumaris Boulevard - Kinloch Drive,"123 Beaumaris Boulevard, Bethlehem, Tauranga",-37.69674,176.12135,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001012,1012,,Beaumaris Boulevard - Caernarvon Rise,"28 Beaumaris Boulevard, Bethlehem, Tauranga",-37.700134087,176.11541042,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001013,1013,,Brookfield - Bellevue Road (Stand A),"89 Bellevue Road, Brookfield, Tauranga",-37.689638405,176.134504974,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001014,1014,,Brookfield - Bellevue Road (Stand B),"94 Bellevue Road, Brookfield, Tauranga",-37.689585633,176.134127158,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001015,1015,,Bellevue Road - Regent Street,"138 Bellevue Road, Brookfield, Tauranga",-37.687450565,176.131225477,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001016,1016,,Bellevue Road - Upland Street,"178A Bellevue Road, Bellevue, Tauranga",-37.685482022,176.128501512,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001017,1017,,Bellevue Road - Windsor Road,"167 Bellevue Road, Bellevue, Tauranga",-37.685407444,176.128579291,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001018,1018,,Bellevue Road - Brookfield Terrace,"135 Bellevue Road, Brookfield, Tauranga",-37.687375374,176.131304567,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001019,1019,,Bethlehem Heights - Kildonan Place,"88 Bethlehem Heights, Bethlehem, Tauranga",-37.698748839,176.120424787,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001020,1020,,Bethlehem Heights - Sissinghurst Court,"52 Bethlehem Heights, Bethlehem, Tauranga",-37.69965716,176.118632392,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001021,1021,,Bethlehem Heights - Richmond Heights,"22 Bethlehem Heights, Bethlehem, Tauranga",-37.700295654,176.117118139,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001022,1022,,Bureta Shopping Centre,"1/33 Bureta Road, Otumoetai, Tauranga",-37.668409623,176.15318157,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001023,1023,,Bureta Shopping Centre,"1/35 Bureta Road, Otumoetai, Tauranga",-37.668973685,176.153140987,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001024,1024,,Cambridge Road,"127 Cambridge Road, Bethlehem, Tauranga",-37.701752958,176.129813934,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001026,1026,,Cambridge Road - Fronting R286,"286 Cambridge Road, Bethlehem, Tauranga",-37.710426535549885,176.12042381002954,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001027,1027,,Cambridge Park,"256 Cambridge Road, Bethlehem, Tauranga",-37.706172668,176.122795856,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001028,1028,,Cambridge Road - Westminster Drive,"104 Cambridge Road, Bethlehem, Tauranga",-37.70087494,176.130715825,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001029,1029,,Cambridge Road - Chester Street,"2A Chester Street, Judea, Tauranga",-37.697840885,176.133478407,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001031,1031,,Cambridge Road - Te Reti Views,"39 Cambridge Road, Judea, Tauranga",-37.698110376,176.13299689,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001032,1032,,Cambridge Road - Opp. Bethlehem Views,"179 Cambridge Road, Bethlehem, Tauranga",-37.703695469,176.127530446,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001033,1033,,Cameron Road - Second Avenue,"290 Cameron Road, Tauranga",-37.689076181,176.165234955,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001034,1034,,Cameron Road - Fourth Avenue - South,"342 Cameron Road, Tauranga",-37.690661477,176.164675561,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001035,1035,,Cameron Road - Fifth Avenue,"385 Cameron Road, Tauranga",-37.69214726,176.163684654,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001036,1036,,Cameron Road - Eighth Avenue -  South,"408 Cameron Road, Tauranga",-37.694436395,176.162112317,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001037,1037,,Cameron Road - Pak 'n Save,"483 Cameron Road, Tauranga",-37.6965898430692,176.160567034485,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001039,1039,,Cameron Road - Tauranga Boys' College,"664 Cameron Road, Tauranga South, Tauranga",-37.702026976,176.155853713,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001040,1040,,Cameron Road - Sixteenth Avenue - South,"748 Cameron Road, Tauranga South, Tauranga",-37.704794888,176.153094761,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001041,1041,,Opposite Tauranga Hospital,"2/850 Cameron Road, Tauranga South, Tauranga",-37.708357282,176.149141753,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001042,1042,,Cameron Road - Tauranga Girls' College,"929B Cameron Road, Gate Pa, Tauranga",-37.712333576,176.143951043,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001043,1043,,Cameron Road - Gate Pa School,"907 Cameron Road, Gate Pa, Tauranga",-37.7112143599002,176.145280084074,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001044,1044,,Gate Pa Shopping Centre,"1009 Cameron Road, Gate Pa, Tauranga",-37.714421613,176.141266668,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001045,1045,,Gate Pa Domain,"1100 Cameron Road, Gate Pa, Tauranga",-37.716052218,176.139069292,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001046,1046,,Cameron Road - Church Street,"1126 Cameron Road, Gate Pa, Tauranga",-37.717670561,176.137950399,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001047,1047,,Cameron Road - Sheppard Street,"1222 Cameron Road, Gate Pa, Tauranga",-37.722026229,176.135683852,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001048,1048,,Cameron Road - Greerton Village,"1272 Cameron Road, Gate Pa, Tauranga",-37.725048978,176.133708382,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001049,1049,,Cameron Road - Spring Street,"171 Cameron Road, Tauranga",-37.685075633,176.1656353,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001050,1050,,Cameron Road - First Avenue,"265 Cameron Road, Tauranga",-37.688048418,176.165132536,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001051,1051,,Cameron Road - Fourth Avenue North,"349 Cameron Road, Tauranga",-37.690967258,176.16416694,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001052,1052,,Cameron Road - Sixth Avenue,"389 Cameron Road, Tauranga",-37.692838106,176.162885237,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001053,1053,,Cameron Road - Eighth Avenue - North,"409 Cameron Road, Tauranga",-37.694380484,176.161820456,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001054,1054,,Cameron Road - Opposite Pak 'n Save,"483 Cameron Road, Tauranga",-37.6964029613206,176.160435553865,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001055,1055,,Cameron Road - Eleventh Avenue,"531 Cameron Road, Tauranga",-37.6977775029987,176.159498437504,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001056,1056,,Cameron Road - Twelfth Avenue,"607 Cameron Road, Tauranga South, Tauranga",-37.7000230728241,176.157501344451,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001057,1057,,Cameron Road - Fourteenth Avenue,"697 Cameron Road, Tauranga South, Tauranga",-37.70188442,176.155524526,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001058,1058,,Cameron Road - Sixteenth Avenue - North,"151 Sixteenth Avenue, Tauranga South, Tauranga",-37.704824058543,176.15269548425,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001059,1059,,Tauranga Hospital,"2/850 Cameron Road, Tauranga South, Tauranga",-37.7083447992469,176.148907705198,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001060,1060,,Cameron Road - Twentyfirst Avenue,"895 Cameron Road, Gate Pa, Tauranga",-37.7107040371255,176.145816112252,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001061,1061,,Cameron Road - Twentythird Avenue,"929B Cameron Road, Gate Pa, Tauranga",-37.712129568,176.143815902,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001062,1062,,Opposite Gate Pa Shopping Centre,"1007 Cameron Road, Gate Pa, Tauranga",-37.7142167135114,176.141324776161,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001063,1063,,Cameron Road -  Opposite Church Street,"1131 Cameron Road, Gate Pa, Tauranga",-37.717666218,176.13777524,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001064,1064,,Cameron Road - Kent Street,"1209 Cameron Road, Gate Pa, Tauranga",-37.721774148,176.135617567,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001065,1065,,Greerton Hall,"1247 Cameron Road, Gate Pa, Tauranga",-37.724694893,176.133670989,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001066,1066,,Cameron Road - Maleme Street,"1480 Cameron Road, Greerton, Tauranga",-37.733652872,176.124590275,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001067,1067,,Chadwick Road - Mansels Road,"101 Chadwick Road, Greerton, Tauranga",-37.72895267948467,176.1380176086717,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001068,1068,,Chadwick Rd - Harmens Way,"82 Chadwick Rd, Greerton, Tauranga",-37.729066122,176.13792838,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001069,1069,,Castlewold Drive - Hidcote Place,"5 Castlewold Drive, Bethlehem, Tauranga",-37.710336635,176.117094117,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001070,1070,,Castlewold Drive - Belvedere Reserve,"28 Castlewold Drive, Bethlehem, Tauranga",-37.70937784,176.117689217,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001071,1071,A,Greerton - Chadwick Road (Stand A),"179 Chadwick Road, Greerton, Tauranga",-37.727065035,176.134536853,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001072,1072,B,Greerton - Chadwick Road (Stand B),"184 Chadwick Road, Greerton, Tauranga",-37.7267864647234,176.133792664,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001074,1074,,Cheyne Road - Tawai Dell,"185 Cheyne Road, Pyes Pa, Tauranga",-37.739218187,176.133587349,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001078,1078,,Cheyne Road - Annandale Drive,"45 Cheyne Road, Pyes Pa, Tauranga",-37.739234163,176.126715821,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001079,1079,,Cheyne Road - Opposite Taramea Rise,"65 Cheyne Road, Pyes Pa, Tauranga",-37.739112491,176.128626859,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001080,1080,,Cheyne Road - Tawhiri View,"103 Cheyne Road, Pyes Pa, Tauranga",-37.737891291,176.130807956,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001083,1083,,Clarke Street - Matthew Street,"39A Clarke Street, Gate Pa, Tauranga",-37.708627068,176.144942166,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001085,1085,,Clarke Street - Seventeenth Avenue,"150 Seventeenth Avenue, Tauranga South, Tauranga",-37.705393593,176.148704324,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001086,1086,,Clarke Street - St Johns,"150 Seventeenth Avenue, Tauranga South, Tauranga",-37.705341372,176.14887825,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001087,1087,,Coopers Road - Opposite Leonard Place,"104 Coopers Road, Gate Pa, Tauranga",-37.71551490273094,176.13355910963833,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001089,1089,,Coopers Road - Tuthill Street,"21 Coopers Road, Gate Pa, Tauranga",-37.718634816,176.131859449,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001090,1090,,Coopers Road - Vanda Place,"69 Coopers Road, Gate Pa, Tauranga",-37.716842182,176.132784078,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001091,1091,,Coopers Road - Leonard Place,"83 Coopers Road, Gate Pa, Tauranga",-37.715487726,176.133472831,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001093,1093,,Cook Street - Opposite Faulkner Street,"31 Cook Street, Gate Pa, Tauranga",-37.709469815,176.142002366,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001094,1094,,Cook Street - Opposite Ward Street,"1 Cook Street, Gate Pa, Tauranga",-37.711003231,176.140517836,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001095,1095,,Cook Street - Ward Street,"2 Ward Street, Gate Pa, Tauranga",-37.711134143,176.14033914,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001096,1096,,Cook Street - Faulkner Street,"46 Cook Street, Gate Pa, Tauranga",-37.709239621,176.142184446,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001097,1097,,Grenada Street - Opposite Bay Radiology,"3 Grenada Street, Mount Maunganui",-37.674645321,176.228645011,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001100,1100,,Domain Rd - Opposite Supermarket,"29 Domain Road, Papamoa Beach, Papamoa",-37.701833206,176.284856201,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001101,1101,,Devonport Road - Seventh Avenue,"281 Devonport Road, Tauranga",-37.695218672,176.164993478,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001102,1102,,Devonport Road - Opposite Tenth Avenue,"330 Devonport Road, Tauranga",-37.6976125066495,176.163459514499,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001104,1104,,Devonport Road - Tenth Avenue,"317 Devonport Road, Tauranga",-37.697577487,176.163378278,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001105,1105,,Devonport Road - Second Avenue,"184 Devonport Road, Tauranga",-37.690021148,176.16843106,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001106,1106,,Devonport Road - Memorial Park,"281 Devonport Road, Tauranga",-37.695162256,176.165169072,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001107,1107,,Maungatapu Road - Vine Avenue,"207 Maungatapu Road, Maungatapu, Tauranga",-37.720115452,176.175407699,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001108,1108,,Devonport Road - Third Avenue,"1 Third Avenue, Tauranga",-37.69038226,176.168142742,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001112,1112,,Dickson Road - Douglas Place,"105 Dickson Road, Papamoa Beach, Papamoa",-37.7024463309065,176.295455559419,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001113,1113,,Dickson Road - Fronting Number 140,"138 Dickson Road, Papamoa Beach, Papamoa",-37.7035686910342,176.298446709388,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001114,1114,,Dickson Road - Fronting Number 137,"137 Dickson Road, Papamoa Beach, Papamoa",-37.70351644765786,176.29860098258519,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001115,1115,,Dickson Road - Opposite Longview Drive,"167 Dickson Road, Papamoa Beach, Papamoa",-37.704595918,176.301893134,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001116,1116,,Dickson Road - Fronting Number 195,"195 Dickson Road, Papamoa Beach, Papamoa",-37.705448522,176.304483283,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001117,1117,,Dickson Road - Longview Drive,"181 Dickson Road, Papamoa Beach, Papamoa",-37.7051116,176.3033502,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001118,1118,,Dickson Road - Grant Place,"227 Dickson Road, Papamoa Beach, Papamoa",-37.70640807,176.307139644,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001119,1119,,Dickson Road - Dalton Drive,"242 Dickson Road, Papamoa Beach, Papamoa",-37.70679361,176.308124736,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001120,1120,,Dickson Road - McCallum Place,"261 Dickson Road, Papamoa Beach, Papamoa",-37.7073300575345,176.310206804713,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001121,1121,,Dickson Road - Opposite Butterworth Crescent,"285 Dickson Road, Papamoa Beach, Papamoa",-37.708100994,176.312333919,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001122,1122,,Dickson Road - Simpson Reserve,"308 Dickson Road, Papamoa Beach, Papamoa",-37.708864615,176.31370885,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001123,1123,,Dickson Road - Butterworth Crescent,"288 Dickson Road, Papamoa Beach, Papamoa",-37.708075331,176.311936786,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001124,1124,,Dickson Road - Alexander Place,"156A Dickson Road, Papamoa Beach, Papamoa",-37.704078979,176.299978359,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001125,1125,,Dickson Road - Opposite Douglas Place,"104 Dickson Road, Papamoa Beach, Papamoa",-37.702740740948606,176.29580242743856,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001126,1126,,Dickson Road - Papamoa Primary School,"312 Dickson Road, Papamoa Beach, Papamoa",-37.70933775792432,176.31414325294196,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001127,1127,,Dive Crescent - The Cargo Shed,"32 Dive Crescent, Tauranga",-37.6794826,176.170856887,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001128,1128,,Dive Crescent - Opposite The Cargo Shed,"36 Dive Crescent, Tauranga",-37.679285057,176.170693561,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001129,1129,,Domain Road - Medical Centre,"61B Domain Road, Papamoa Beach, Papamoa",-37.704820966,176.284897945,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001130,1130,,Domain Road - Opposite Pacific Cove Drive,"73 Domain Road, Papamoa Beach, Papamoa",-37.705960692,176.284873276,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001131,1131,,Domain Road - Gravatt Road,"30A Domain Road, Papamoa Beach, Papamoa",-37.701434102,176.284705548,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001132,1132,,Doncaster Drive - Domain Road,"3 Doncaster Drive, Papamoa Beach, Papamoa",-37.707000257,176.285466881,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001133,1133,,Doncaster Drive - Longstead Avenue,"10A Doncaster Drive, Papamoa Beach, Papamoa",-37.707110556,176.286306052,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001136,1136,,Eleventh Avenue - Memorial Park,"34 Eleventh Avenue, Tauranga",-37.700346357,176.163871685,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001137,1137,,Eleventh Avenue - Opposite Memorial Park,"38 Eleventh Avenue, Tauranga",-37.700287967,176.163497868,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001138,1138,,Eleventh Avenue - Christopher Street,"177 Eleventh Avenue, Tauranga",-37.69774331001045,176.15776545516457,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001140,1140,,Esmeralda Street - Arawata Avenue,"33 Arawata Avenue, Welcome Bay, Tauranga",-37.724703534,176.197117897,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001141,1141,,Esmeralda Street - Welcome Bay Road,"6 Esmeralda Street, Welcome Bay, Tauranga",-37.725057685,176.194256657,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001144,1144,,Evans Road - Gravatt Road,"137 Evans Road, Papamoa Beach, Papamoa",-37.694914181,176.259334487,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001146,1146,,Evans Road - Gloucester Road,"130 Evans Road, Papamoa Beach, Papamoa",-37.694403592,176.259190328,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001147,1147,,Tahatai Coast School,"110 Evans Road, Papamoa Beach, Papamoa",-37.6927484968157,176.259276962896,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001149,1149,A1,Bayfair - Farm Street (Stand A1),"59 Farm Street, Mount Maunganui",-37.6737316507882,176.224943046079,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001150,1150,,Fifteenth Avenue - Grace Road - East,"89 Fifteenth Avenue, Tauranga South, Tauranga",-37.708119117,176.161102698,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001151,1151,,Fifteenth Avenue - Mayfair Street,"31 Fifteenth Avenue, Tauranga South, Tauranga",-37.71051399269907,176.1649279188826,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001152,1152,,Fifteenth Avenue - Grace Road - West,"86 Fifteenth Avenue, Tauranga South, Tauranga",-37.708229845,176.160988363,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001153,1153,,Fifteenth Avenue - Burrows Street,"30 Fifteenth Avenue, Tauranga South, Tauranga",-37.70982452886781,176.16355529364796,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001154,1154,,Fraser Cove,"261A Fraser Street, Tauranga South, Tauranga",-37.713800179,176.151613754,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001155,1155,,Fraser Street - Oxford Street,"368 Fraser Street, Parkvale, Tauranga",-37.718790749,176.146540268,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001156,1156,,Fraser Street -  Esk Street,"454 Fraser Street, Parkvale, Tauranga",-37.723161256,176.144563736,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001157,1157,,Fraser Street - Yatton Park,"515 Fraser Street, Parkvale, Tauranga",-37.726429273,176.142612886,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001159,1159,,Opposite Fraser Cove,"261A Fraser Street, Tauranga South, Tauranga",-37.714150565,176.151573319,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001161,1161,,Fraser Street - Kotare Crescent,"36 Fraser Street, Tauranga South, Tauranga",-37.702004861,176.164030572,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001162,1162,,Fraser Street - Fourteenth Avenue - South,"110 Fraser Street, Tauranga South, Tauranga",-37.706041934,176.159859359,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001163,1163,,Fraser Street - Sixteenth Avenue,"70 Sixteenth Avenue, Tauranga South, Tauranga",-37.708434801,176.157395638,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001166,1166,,Fraser Street - Tauranga Intermediate,"218 Fraser Street, Tauranga South, Tauranga",-37.712317666,176.153305664,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001167,1167,,Fraser Street - Lloyd Street,"314 Fraser Street, Parkvale, Tauranga",-37.716194801,176.149359185,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001168,1168,,Fraser Street - Hampton Terrace,"404 Fraser Street, Parkvale, Tauranga",-37.721164899,176.145484527,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001169,1169,,Fraser Street - Courtney Road,"365 Fraser Street, Parkvale, Tauranga",-37.718863529,176.146291787,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001170,1170,,Fraser Street - Opposite Waimapu Street,"559 Fraser Street, Greerton, Tauranga",-37.7287750661371,176.140585057724,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001171,1171,,Fraser Street - Yatton Street,"517 Fraser Street, Parkvale, Tauranga",-37.726405423,176.142420773,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001172,1172,,Fraser Street - Opposite Esk Street,"451 Fraser Street, Parkvale, Tauranga",-37.72307442,176.144464145,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001173,1173,,Gravatt Road - Santa Barbara Drive,"173 Gravatt Road, Papamoa Beach, Papamoa",-37.69832382,176.268430371,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001174,1174,,Fraser Street - Page Street,"321 Fraser Street, Parkvale, Tauranga",-37.716084941,176.149324235,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001175,1175,,Fraser Street - Eighteenth Avenue,"193 Fraser Street, Tauranga South, Tauranga",-37.710831743,176.154667882,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001176,1176,,Fraser Street - Seventeenth Avenue,"167 Fraser Street, Tauranga South, Tauranga",-37.709269863,176.156332299,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001177,1177,,Fraser Street - Fourteenth Avenue - North,"105 Fraser Street, Tauranga South, Tauranga",-37.705891177,176.159798393,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001178,1178,,Fraser Street - Thirteenth Avenue - North,"71 Fraser Street, Tauranga South, Tauranga",-37.70392463,176.16183677,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001179,1179,,Fraser Street - MacMillan Street,"37 Fraser Street, Tauranga South, Tauranga",-37.702078996,176.163792349,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001186,1186,,Grange Road - Opposite Hillcrest Road,"200 Grange Road, Otumoetai, Tauranga",-37.678912796,176.142145249,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001187,1187,,Grange Road - Otumoetai Rd,"262 Grange Road, Otumoetai, Tauranga",-37.680828403,176.139089563,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001188,1188,,Grange Road - Stratford Place,"126 Grange Road, Otumoetai, Tauranga",-37.6767797,176.146946582,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001189,1189,,Grange Road - Coach Drive,"141 Grange Road, Otumoetai, Tauranga",-37.678039964,176.145450844,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001190,1190,,Grange Road - Parkvale Road,"261 Grange Road, Otumoetai, Tauranga",-37.680868868,176.137886397,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001191,1191,,Grange Road - Hillcrest Road,"185 Grange Road, Otumoetai, Tauranga",-37.678800442,176.14179356,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001192,1192,,Grange Road - Coach Drive,"141 Grange Road, Otumoetai, Tauranga",-37.678005279,176.14530185,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001193,1193,,Gravatt Road - Crisp Drive,"255 Gravatt Road, Papamoa Beach, Papamoa",-37.696020012,176.263354814,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001194,1194,,Gravatt Road - Opposite Crisp Drive,"268 Gravatt Road, Papamoa Beach, Papamoa",-37.696232273,176.2634575,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001195,1195,,Gravatt Road - Arabian Drive,"293 Gravatt Road, Papamoa Beach, Papamoa",-37.695348132,176.261743748,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001196,1196,,Gravatt Road - Hartford Avenue,"217A Gravatt Road, Papamoa Beach, Papamoa",-37.697304092,176.265797278,BOP00_1A,,0,,Pacific/Auckland,,,0,
20001197,1197,,Gravatt Road - Palm Beach Boulevard,"133 Gravatt Road, Papamoa Beach, Papamoa",-37.699142041,176.270651764,BOP00_1A,,0,,Pacific/Auckland,,,0,
